Targets,Site_length,,,,,,,,,,,,
1.0843,15,,,,,,,,,,,,
1.1102,15,,,,,,,,,,,,
1.1484,22,,,,,,,,,,,,
1.8068,29,,,,,,,,,,,,
0.36,22,,,,,,,,,,,,
1.1475,22,,,,,,,,,,,,
1.8075,29,,,,,,,,,,,,
1.1477,22,,,,,,,,,Site_Length,Average of Targets,StdDev of Targets,Count of Targets
0.423,8,,,,,,,,,,,,
1.1046,15,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
1.8066,29,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.3532,15,,,,,,,,,,,,
1.8076,29,,,,,,,,,,,,
1.1639,22,,,,,,,,,,,,
0.3517,15,,,,,,,,,,,,
1.0762,15,,,,,,,,,,,,
0.4174,22,,,,,,,,,,,,
1.1425,22,,,,,,,,,,,,
0.4214,15,,,,,,,,,,,,
0.359,22,,,,,,,,,,,,
0.7035,15,,,,,,,,,,,,
1.1481,22,,,,,,,,,,,,
1.1368,22,,,,,,,,,,,,
0.3017,15,,,,,,,,,,,,
1.0377,15,,,,,,,,,,,,
0.2726,22,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
0.4313,22,,,,,,,,,,,,
0.2942,15,,,,,,,,,,,,
1.8094,29,,,,,,,,,,,,
0.4111,8,,,,,,,,,,,,
0.3519,22,,,,,,,,,,,,
0.3604,15,,,,,,,,,,,,
0.9435,15,,,,,,,,,,,,
0.4266,15,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
0.3544,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
1.1341,22,,,,,,,,,,,,
0.3573,15,,,,,,,,,,,,
0.3554,22,,,,,,,,,,,,
0.3948,15,,,,,,,,,,,,
1.0934,15,,,,,,,,,,,,
0.4091,8,,,,,,,,,,,,
0.3873,15,,,,,,,,,,,,
1.1786,22,,,,,,,,,,,,
0.3585,22,,,,,,,,,,,,
0.2997,15,,,,,,,,,,,,
0.4078,22,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
1.147,22,,,,,,,,,,,,
0.3516,22,,,,,,,,,,,,
1.0824,15,,,,,,,,,,,,
0.2721,22,,,,,,,,,,,,
1.151,22,,,,,,,,,,,,
0.4004,15,,,,,,,,,,,,
1.0388,15,,,,,,,,,,,,
0.4229,8,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
0.4044,15,,,,,,,,,,,,
1.1061,15,,,,,,,,,,,,
0.3606,22,,,,,,,,,,,,
1.1474,22,,,,,,,,,,,,
0.3995,15,,,,,,,,,,,,
0.357,22,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
1.0948,15,,,,,,,,,,,,
0.3022,15,,,,,,,,,,,,
0.3575,22,,,,,,,,,,,,
1.1472,22,,,,,,,,,,,,
0.9593,15,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
1.1466,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.147,22,,,,,,,,,,,,
1.1062,15,,,,,,,,,,,,
0.2773,22,,,,,,,,,,,,
0.3504,8,,,,,,,,,,,,
1.1002,15,,,,,,,,,,,,
0.3994,15,,,,,,,,,,,,
1.1057,15,,,,,,,,,,,,
0.4135,22,,,,,,,,,,,,
1.1477,22,,,,,,,,,,,,
0.2545,8,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
1.1382,22,,,,,,,,,,,,
1.8101,29,,,,,,,,,,,,
1.1493,22,,,,,,,,,,,,
1.1163,15,,,,,,,,,,,,
0.4202,15,,,,,,,,,,,,
1.1271,15,,,,,,,,,,,,
1.1435,22,,,,,,,,,,,,
0.3518,22,,,,,,,,,,,,
0.3526,15,,,,,,,,,,,,
0.3913,8,,,,,,,,,,,,
0.9596,15,,,,,,,,,,,,
1.144,22,,,,,,,,,,,,
0.4177,15,,,,,,,,,,,,
1.8099,29,,,,,,,,,,,,
0.3735,15,,,,,,,,,,,,
1.1457,22,,,,,,,,,,,,
0.3566,15,,,,,,,,,,,,
1.1465,22,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.4026,8,,,,,,,,,,,,
0.2778,22,,,,,,,,,,,,
1.1427,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.3585,22,,,,,,,,,,,,
1.1437,22,,,,,,,,,,,,
1.8057,29,,,,,,,,,,,,
0.4236,15,,,,,,,,,,,,
1.1369,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
0.3495,22,,,,,,,,,,,,
0.3702,15,,,,,,,,,,,,
1.1367,22,,,,,,,,,,,,
0.3587,15,,,,,,,,,,,,
1.8064,29,,,,,,,,,,,,
0.3882,8,,,,,,,,,,,,
1.1013,15,,,,,,,,,,,,
0.3625,22,,,,,,,,,,,,
0.4227,15,,,,,,,,,,,,
1.8103,29,,,,,,,,,,,,
0.359,22,,,,,,,,,,,,
0.4173,15,,,,,,,,,,,,
0.3534,8,,,,,,,,,,,,
1.1059,15,,,,,,,,,,,,
0.4294,15,,,,,,,,,,,,
1.0837,15,,,,,,,,,,,,
0.3728,8,,,,,,,,,,,,
1.8073,29,,,,,,,,,,,,
1.1062,15,,,,,,,,,,,,
0.2695,15,,,,,,,,,,,,
1.0949,15,,,,,,,,,,,,
0.357,22,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
0.3974,15,,,,,,,,,,,,
0.3502,22,,,,,,,,,,,,
0.9608,15,,,,,,,,,,,,
1.8101,29,,,,,,,,,,,,
1.1387,22,,,,,,,,,,,,
0.4242,22,,,,,,,,,,,,
0.2768,15,,,,,,,,,,,,
0.3981,15,,,,,,,,,,,,
1.1456,22,,,,,,,,,,,,
1.81,29,,,,,,,,,,,,
0.4291,22,,,,,,,,,,,,
1.1183,15,,,,,,,,,,,,
1.8088,29,,,,,,,,,,,,
1.14,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
1.1481,22,,,,,,,,,,,,
1.808,29,,,,,,,,,,,,
0.4238,15,,,,,,,,,,,,
0.4299,22,,,,,,,,,,,,
1.0829,15,,,,,,,,,,,,
1.8074,29,,,,,,,,,,,,
1.146,22,,,,,,,,,,,,
0.4295,22,,,,,,,,,,,,
1.0838,15,,,,,,,,,,,,
1.1453,22,,,,,,,,,,,,
0.4375,22,,,,,,,,,,,,
1.1424,22,,,,,,,,,,,,
0.402,22,,,,,,,,,,,,
1.0944,15,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
0.4007,15,,,,,,,,,,,,
1.8076,29,,,,,,,,,,,,
1.143,22,,,,,,,,,,,,
0.3363,22,,,,,,,,,,,,
1.1044,15,,,,,,,,,,,,
0.3874,8,,,,,,,,,,,,
1.8071,29,,,,,,,,,,,,
1.1455,22,,,,,,,,,,,,
1.0916,15,,,,,,,,,,,,
1.1408,22,,,,,,,,,,,,
1.8066,29,,,,,,,,,,,,
0.3707,8,,,,,,,,,,,,
0.3602,22,,,,,,,,,,,,
0.3943,15,,,,,,,,,,,,
1.8067,29,,,,,,,,,,,,
0.3773,22,,,,,,,,,,,,
0.3528,22,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
1.8099,29,,,,,,,,,,,,
1.0955,15,,,,,,,,,,,,
0.405,15,,,,,,,,,,,,
0.3082,8,,,,,,,,,,,,
0.358,22,,,,,,,,,,,,
1.1377,22,,,,,,,,,,,,
0.3585,22,,,,,,,,,,,,
1.1385,22,,,,,,,,,,,,
1.8065,29,,,,,,,,,,,,
1.145,22,,,,,,,,,,,,
1.1177,15,,,,,,,,,,,,
0.3995,15,,,,,,,,,,,,
0.3602,22,,,,,,,,,,,,
0.4168,15,,,,,,,,,,,,
1.1114,15,,,,,,,,,,,,
1.1446,22,,,,,,,,,,,,
0.3937,15,,,,,,,,,,,,
0.3596,22,,,,,,,,,,,,
0.4286,22,,,,,,,,,,,,
0.4176,15,,,,,,,,,,,,
0.3978,8,,,,,,,,,,,,
0.3587,22,,,,,,,,,,,,
0.355,15,,,,,,,,,,,,
1.1091,15,,,,,,,,,,,,
1.1384,22,,,,,,,,,,,,
0.3591,22,,,,,,,,,,,,
1.1418,22,,,,,,,,,,,,
0.405,15,,,,,,,,,,,,
1.8064,29,,,,,,,,,,,,
0.3555,15,,,,,,,,,,,,
1.8066,29,,,,,,,,,,,,
0.434,22,,,,,,,,,,,,
0.3546,15,,,,,,,,,,,,
1.1444,22,,,,,,,,,,,,
1.8085,29,,,,,,,,,,,,
0.3541,15,,,,,,,,,,,,
1.8088,29,,,,,,,,,,,,
0.307,8,,,,,,,,,,,,
0.2857,15,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
0.3494,22,,,,,,,,,,,,
1.1098,15,,,,,,,,,,,,
0.27,22,,,,,,,,,,,,
1.1012,15,,,,,,,,,,,,
0.3888,15,,,,,,,,,,,,
0.3517,22,,,,,,,,,,,,
1.8101,29,,,,,,,,,,,,
1.1444,22,,,,,,,,,,,,
0.4069,8,,,,,,,,,,,,
0.3522,15,,,,,,,,,,,,
0.3943,8,,,,,,,,,,,,
0.3544,22,,,,,,,,,,,,
1.1485,22,,,,,,,,,,,,
1.809,29,,,,,,,,,,,,
0.3077,15,,,,,,,,,,,,
0.4022,15,,,,,,,,,,,,
0.3552,22,,,,,,,,,,,,
1.104,15,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
0.3551,15,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
1.1451,22,,,,,,,,,,,,
1.1088,15,,,,,,,,,,,,
1.038,15,,,,,,,,,,,,
1.1479,22,,,,,,,,,,,,
0.4174,15,,,,,,,,,,,,
1.8098,29,,,,,,,,,,,,
1.1448,22,,,,,,,,,,,,
0.3905,15,,,,,,,,,,,,
1.1474,22,,,,,,,,,,,,
0.3562,22,,,,,,,,,,,,
1.1481,22,,,,,,,,,,,,
1.1129,15,,,,,,,,,,,,
0.3552,15,,,,,,,,,,,,
0.9434,15,,,,,,,,,,,,
1.1475,22,,,,,,,,,,,,
0.3889,8,,,,,,,,,,,,
0.3559,15,,,,,,,,,,,,
1.1488,22,,,,,,,,,,,,
0.3575,22,,,,,,,,,,,,
0.9535,15,,,,,,,,,,,,
0.268,15,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
0.359,8,,,,,,,,,,,,
0.4155,15,,,,,,,,,,,,
1.8064,29,,,,,,,,,,,,
0.4372,22,,,,,,,,,,,,
0.4198,8,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
1.1045,15,,,,,,,,,,,,
0.3597,22,,,,,,,,,,,,
1.1481,22,,,,,,,,,,,,
0.3891,15,,,,,,,,,,,,
1.107,15,,,,,,,,,,,,
0.3823,8,,,,,,,,,,,,
1.8081,29,,,,,,,,,,,,
1.113,15,,,,,,,,,,,,
0.4129,15,,,,,,,,,,,,
1.145,22,,,,,,,,,,,,
0.3851,8,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
1.1081,15,,,,,,,,,,,,
1.1446,22,,,,,,,,,,,,
0.3563,15,,,,,,,,,,,,
1.8062,29,,,,,,,,,,,,
1.1454,22,,,,,,,,,,,,
0.3884,15,,,,,,,,,,,,
1.1451,22,,,,,,,,,,,,
1.8067,29,,,,,,,,,,,,
1.1495,22,,,,,,,,,,,,
0.3454,15,,,,,,,,,,,,
1.093,15,,,,,,,,,,,,
0.6524,15,,,,,,,,,,,,
1.1467,22,,,,,,,,,,,,
0.3992,8,,,,,,,,,,,,
0.4167,15,,,,,,,,,,,,
1.0845,15,,,,,,,,,,,,
0.3528,15,,,,,,,,,,,,
0.4195,8,,,,,,,,,,,,
1.1369,22,,,,,,,,,,,,
0.3812,22,,,,,,,,,,,,
1.0944,15,,,,,,,,,,,,
0.3926,15,,,,,,,,,,,,
1.8068,29,,,,,,,,,,,,
1.1074,15,,,,,,,,,,,,
1.1483,22,,,,,,,,,,,,
0.4063,15,,,,,,,,,,,,
1.138,22,,,,,,,,,,,,
0.4126,22,,,,,,,,,,,,
1.1449,22,,,,,,,,,,,,
1.1126,15,,,,,,,,,,,,
0.3591,22,,,,,,,,,,,,
1.1425,22,,,,,,,,,,,,
0.3663,15,,,,,,,,,,,,
0.3552,22,,,,,,,,,,,,
1.1465,22,,,,,,,,,,,,
1.105,15,,,,,,,,,,,,
1.806,29,,,,,,,,,,,,
1.1455,22,,,,,,,,,,,,
1.8073,29,,,,,,,,,,,,
0.6501,15,,,,,,,,,,,,
0.291,15,,,,,,,,,,,,
1.144,22,,,,,,,,,,,,
0.4344,22,,,,,,,,,,,,
0.2734,22,,,,,,,,,,,,
0.3854,8,,,,,,,,,,,,
0.4208,15,,,,,,,,,,,,
0.4096,15,,,,,,,,,,,,
1.8098,29,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
0.3485,22,,,,,,,,,,,,
0.3478,15,,,,,,,,,,,,
1.8096,29,,,,,,,,,,,,
1.094,15,,,,,,,,,,,,
1.1413,22,,,,,,,,,,,,
0.3033,15,,,,,,,,,,,,
1.0847,15,,,,,,,,,,,,
0.357,22,,,,,,,,,,,,
1.8077,29,,,,,,,,,,,,
1.1445,22,,,,,,,,,,,,
0.3816,15,,,,,,,,,,,,
1.1377,22,,,,,,,,,,,,
1.8066,29,,,,,,,,,,,,
0.3026,15,,,,,,,,,,,,
0.3591,22,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
1.8103,29,,,,,,,,,,,,
0.2964,8,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
0.2999,15,,,,,,,,,,,,
1.1099,15,,,,,,,,,,,,
0.3534,22,,,,,,,,,,,,
1.1479,22,,,,,,,,,,,,
0.4311,15,,,,,,,,,,,,
1.107,15,,,,,,,,,,,,
0.3574,15,,,,,,,,,,,,
1.1436,22,,,,,,,,,,,,
0.3592,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.1446,22,,,,,,,,,,,,
0.3578,22,,,,,,,,,,,,
0.4207,15,,,,,,,,,,,,
1.8072,29,,,,,,,,,,,,
1.1048,15,,,,,,,,,,,,
0.3536,22,,,,,,,,,,,,
1.1008,15,,,,,,,,,,,,
0.3577,22,,,,,,,,,,,,
0.6531,15,,,,,,,,,,,,
0.3595,15,,,,,,,,,,,,
0.3958,8,,,,,,,,,,,,
1.1426,22,,,,,,,,,,,,
1.0878,15,,,,,,,,,,,,
1.1484,22,,,,,,,,,,,,
0.2742,15,,,,,,,,,,,,
1.1079,15,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
1.1453,22,,,,,,,,,,,,
0.411,8,,,,,,,,,,,,
1.8098,29,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
0.3599,22,,,,,,,,,,,,
1.1485,22,,,,,,,,,,,,
1.1042,15,,,,,,,,,,,,
1.8087,29,,,,,,,,,,,,
0.3509,22,,,,,,,,,,,,
0.4141,8,,,,,,,,,,,,
0.3541,15,,,,,,,,,,,,
1.1422,22,,,,,,,,,,,,
0.3544,15,,,,,,,,,,,,
1.0035,15,,,,,,,,,,,,
0.424,8,,,,,,,,,,,,
0.4067,15,,,,,,,,,,,,
1.8071,29,,,,,,,,,,,,
0.4319,22,,,,,,,,,,,,
1.1448,22,,,,,,,,,,,,
1.808,29,,,,,,,,,,,,
1.1381,22,,,,,,,,,,,,
0.3543,22,,,,,,,,,,,,
0.4275,15,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.4168,15,,,,,,,,,,,,
0.9414,15,,,,,,,,,,,,
1.8061,29,,,,,,,,,,,,
1.8085,29,,,,,,,,,,,,
1.1466,22,,,,,,,,,,,,
0.4039,15,,,,,,,,,,,,
0.537,8,,,,,,,,,,,,
1.1362,22,,,,,,,,,,,,
0.3888,22,,,,,,,,,,,,
0.3535,15,,,,,,,,,,,,
1.0021,15,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
0.4076,8,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
1.1445,22,,,,,,,,,,,,
0.4149,8,,,,,,,,,,,,
0.3592,15,,,,,,,,,,,,
0.4165,22,,,,,,,,,,,,
1.1454,22,,,,,,,,,,,,
1.1237,15,,,,,,,,,,,,
1.1472,22,,,,,,,,,,,,
0.3535,8,,,,,,,,,,,,
1.104,15,,,,,,,,,,,,
0.3583,22,,,,,,,,,,,,
0.3978,15,,,,,,,,,,,,
1.1396,22,,,,,,,,,,,,
0.3917,15,,,,,,,,,,,,
0.2782,15,,,,,,,,,,,,
1.808,29,,,,,,,,,,,,
1.1426,22,,,,,,,,,,,,
0.4345,22,,,,,,,,,,,,
1.1418,22,,,,,,,,,,,,
0.4306,22,,,,,,,,,,,,
1.0947,15,,,,,,,,,,,,
0.4209,8,,,,,,,,,,,,
1.1427,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.3916,8,,,,,,,,,,,,
1.81,29,,,,,,,,,,,,
1.8101,29,,,,,,,,,,,,
1.1446,22,,,,,,,,,,,,
1.103,15,,,,,,,,,,,,
1.1095,15,,,,,,,,,,,,
1.1495,22,,,,,,,,,,,,
0.276,22,,,,,,,,,,,,
0.2937,8,,,,,,,,,,,,
1.1114,15,,,,,,,,,,,,
1.1458,22,,,,,,,,,,,,
0.3583,15,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.1042,15,,,,,,,,,,,,
0.3037,15,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
1.0009,15,,,,,,,,,,,,
1.135,22,,,,,,,,,,,,
1.1804,22,,,,,,,,,,,,
0.3583,22,,,,,,,,,,,,
1.1063,15,,,,,,,,,,,,
1.1808,22,,,,,,,,,,,,
1.0352,15,,,,,,,,,,,,
1.1434,22,,,,,,,,,,,,
0.3925,15,,,,,,,,,,,,
1.808,29,,,,,,,,,,,,
1.1137,15,,,,,,,,,,,,
1.8096,29,,,,,,,,,,,,
1.1448,22,,,,,,,,,,,,
1.8093,29,,,,,,,,,,,,
1.1438,22,,,,,,,,,,,,
1.8073,29,,,,,,,,,,,,
1.1958,22,,,,,,,,,,,,
0.4222,15,,,,,,,,,,,,
0.4321,22,,,,,,,,,,,,
1.8075,29,,,,,,,,,,,,
1.1449,22,,,,,,,,,,,,
1.1808,22,,,,,,,,,,,,
0.4258,8,,,,,,,,,,,,
0.3918,15,,,,,,,,,,,,
0.4178,22,,,,,,,,,,,,
0.4222,15,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
0.432,15,,,,,,,,,,,,
0.3938,22,,,,,,,,,,,,
1.1176,15,,,,,,,,,,,,
0.3937,8,,,,,,,,,,,,
0.3597,22,,,,,,,,,,,,
1.0836,15,,,,,,,,,,,,
0.4304,22,,,,,,,,,,,,
0.2945,8,,,,,,,,,,,,
0.4286,22,,,,,,,,,,,,
1.1098,15,,,,,,,,,,,,
0.3583,22,,,,,,,,,,,,
1.148,22,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
0.3588,22,,,,,,,,,,,,
0.4287,8,,,,,,,,,,,,
1.089,15,,,,,,,,,,,,
1.1463,22,,,,,,,,,,,,
0.4106,15,,,,,,,,,,,,
1.17,22,,,,,,,,,,,,
0.352,15,,,,,,,,,,,,
0.3576,22,,,,,,,,,,,,
1.1381,22,,,,,,,,,,,,
0.3499,8,,,,,,,,,,,,
1.0043,15,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
1.1357,22,,,,,,,,,,,,
0.3901,8,,,,,,,,,,,,
0.4324,22,,,,,,,,,,,,
0.359,22,,,,,,,,,,,,
0.3032,15,,,,,,,,,,,,
1.1433,22,,,,,,,,,,,,
1.1118,15,,,,,,,,,,,,
0.9583,15,,,,,,,,,,,,
0.3583,22,,,,,,,,,,,,
0.3522,15,,,,,,,,,,,,
1.1115,15,,,,,,,,,,,,
0.408,15,,,,,,,,,,,,
1.8088,29,,,,,,,,,,,,
0.391,8,,,,,,,,,,,,
1.078,15,,,,,,,,,,,,
0.2772,22,,,,,,,,,,,,
1.1436,22,,,,,,,,,,,,
0.4297,8,,,,,,,,,,,,
0.4116,15,,,,,,,,,,,,
1.1452,22,,,,,,,,,,,,
1.1457,22,,,,,,,,,,,,
1.0918,15,,,,,,,,,,,,
1.8078,29,,,,,,,,,,,,
0.3604,22,,,,,,,,,,,,
0.4312,15,,,,,,,,,,,,
1.1462,22,,,,,,,,,,,,
0.2829,22,,,,,,,,,,,,
0.339,15,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
1.1445,22,,,,,,,,,,,,
0.4269,22,,,,,,,,,,,,
1.1376,22,,,,,,,,,,,,
0.653,15,,,,,,,,,,,,
1.1467,22,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
0.4296,22,,,,,,,,,,,,
1.1037,15,,,,,,,,,,,,
0.4102,15,,,,,,,,,,,,
0.3832,22,,,,,,,,,,,,
1.1443,22,,,,,,,,,,,,
0.3691,15,,,,,,,,,,,,
0.4224,8,,,,,,,,,,,,
1.1013,15,,,,,,,,,,,,
1.1403,22,,,,,,,,,,,,
1.1457,22,,,,,,,,,,,,
0.4307,22,,,,,,,,,,,,
1.1476,22,,,,,,,,,,,,
1.0976,15,,,,,,,,,,,,
0.4194,22,,,,,,,,,,,,
1.1411,22,,,,,,,,,,,,
0.3572,15,,,,,,,,,,,,
1.1039,15,,,,,,,,,,,,
0.4196,8,,,,,,,,,,,,
0.3587,15,,,,,,,,,,,,
1.1481,22,,,,,,,,,,,,
0.3795,22,,,,,,,,,,,,
0.3478,15,,,,,,,,,,,,
1.1232,15,,,,,,,,,,,,
0.3569,15,,,,,,,,,,,,
0.3565,8,,,,,,,,,,,,
1.1388,22,,,,,,,,,,,,
1.0879,15,,,,,,,,,,,,
0.3528,22,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
0.9598,15,,,,,,,,,,,,
0.4197,15,,,,,,,,,,,,
0.3609,22,,,,,,,,,,,,
1.8062,29,,,,,,,,,,,,
0.4204,15,,,,,,,,,,,,
1.1819,22,,,,,,,,,,,,
1.0374,15,,,,,,,,,,,,
0.3545,15,,,,,,,,,,,,
1.8061,29,,,,,,,,,,,,
1.1441,22,,,,,,,,,,,,
0.3542,15,,,,,,,,,,,,
1.1463,22,,,,,,,,,,,,
0.3916,8,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
0.3544,15,,,,,,,,,,,,
0.2754,22,,,,,,,,,,,,
1.0907,15,,,,,,,,,,,,
0.3529,8,,,,,,,,,,,,
1.8087,29,,,,,,,,,,,,
0.353,15,,,,,,,,,,,,
0.2906,8,,,,,,,,,,,,
1.8075,29,,,,,,,,,,,,
0.4037,22,,,,,,,,,,,,
0.4135,15,,,,,,,,,,,,
1.1482,22,,,,,,,,,,,,
0.4012,8,,,,,,,,,,,,
0.3548,22,,,,,,,,,,,,
1.8061,29,,,,,,,,,,,,
0.359,22,,,,,,,,,,,,
0.3931,15,,,,,,,,,,,,
1.8086,29,,,,,,,,,,,,
1.1446,22,,,,,,,,,,,,
1.0928,15,,,,,,,,,,,,
0.4122,15,,,,,,,,,,,,
0.336,22,,,,,,,,,,,,
1.1498,22,,,,,,,,,,,,
0.4206,8,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
0.3577,22,,,,,,,,,,,,
0.4077,8,,,,,,,,,,,,
1.1047,15,,,,,,,,,,,,
1.1416,22,,,,,,,,,,,,
0.394,15,,,,,,,,,,,,
1.1061,15,,,,,,,,,,,,
0.4174,8,,,,,,,,,,,,
1.1456,22,,,,,,,,,,,,
0.3852,15,,,,,,,,,,,,
1.1435,22,,,,,,,,,,,,
1.8074,29,,,,,,,,,,,,
0.4307,22,,,,,,,,,,,,
1.1402,22,,,,,,,,,,,,
0.3992,22,,,,,,,,,,,,
0.3915,8,,,,,,,,,,,,
1.1449,22,,,,,,,,,,,,
0.3995,15,,,,,,,,,,,,
1.1462,22,,,,,,,,,,,,
1.0948,15,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.4047,15,,,,,,,,,,,,
0.4054,22,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.4178,15,,,,,,,,,,,,
1.1171,15,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
0.3506,8,,,,,,,,,,,,
1.1469,22,,,,,,,,,,,,
1.1071,15,,,,,,,,,,,,
1.8096,29,,,,,,,,,,,,
1.8072,29,,,,,,,,,,,,
1.1396,22,,,,,,,,,,,,
0.2835,8,,,,,,,,,,,,
1.8077,29,,,,,,,,,,,,
0.3927,22,,,,,,,,,,,,
0.3904,15,,,,,,,,,,,,
1.1003,15,,,,,,,,,,,,
0.4277,22,,,,,,,,,,,,
1.8092,29,,,,,,,,,,,,
0.3595,22,,,,,,,,,,,,
0.3903,8,,,,,,,,,,,,
0.412,15,,,,,,,,,,,,
1.1448,22,,,,,,,,,,,,
0.4324,22,,,,,,,,,,,,
1.8094,29,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
0.3602,15,,,,,,,,,,,,
1.8079,29,,,,,,,,,,,,
1.1417,22,,,,,,,,,,,,
0.3527,15,,,,,,,,,,,,
1.1471,22,,,,,,,,,,,,
1.1441,22,,,,,,,,,,,,
0.349,8,,,,,,,,,,,,
0.4137,15,,,,,,,,,,,,
1.1442,22,,,,,,,,,,,,
0.3591,22,,,,,,,,,,,,
1.8089,29,,,,,,,,,,,,
1.1073,15,,,,,,,,,,,,
0.4122,22,,,,,,,,,,,,
1.1383,22,,,,,,,,,,,,
0.3572,22,,,,,,,,,,,,
1.1298,22,,,,,,,,,,,,
1.1088,15,,,,,,,,,,,,
1.8095,29,,,,,,,,,,,,
0.3535,15,,,,,,,,,,,,
0.4243,15,,,,,,,,,,,,
1.1425,22,,,,,,,,,,,,
1.8068,29,,,,,,,,,,,,
0.3923,8,,,,,,,,,,,,
1.145,22,,,,,,,,,,,,
0.3579,15,,,,,,,,,,,,
0.4229,22,,,,,,,,,,,,
1.1436,22,,,,,,,,,,,,
0.3581,22,,,,,,,,,,,,
0.2932,8,,,,,,,,,,,,
1.1071,15,,,,,,,,,,,,
0.3956,15,,,,,,,,,,,,
0.4313,15,,,,,,,,,,,,
0.359,22,,,,,,,,,,,,
1.1102,15,,,,,,,,,,,,
0.3588,22,,,,,,,,,,,,
1.0983,15,,,,,,,,,,,,
0.3608,22,,,,,,,,,,,,
1.1461,22,,,,,,,,,,,,
0.4038,15,,,,,,,,,,,,
1.1466,22,,,,,,,,,,,,
1.0997,15,,,,,,,,,,,,
1.1391,22,,,,,,,,,,,,
0.2741,15,,,,,,,,,,,,
1.1467,22,,,,,,,,,,,,
0.3603,22,,,,,,,,,,,,
1.1441,22,,,,,,,,,,,,
1.8076,29,,,,,,,,,,,,
0.2731,22,,,,,,,,,,,,
0.4306,15,,,,,,,,,,,,
1.1422,22,,,,,,,,,,,,
1.082,15,,,,,,,,,,,,
0.3514,22,,,,,,,,,,,,
0.4109,8,,,,,,,,,,,,
0.3575,15,,,,,,,,,,,,
1.1047,15,,,,,,,,,,,,
0.3753,15,,,,,,,,,,,,
1.147,22,,,,,,,,,,,,
0.3577,22,,,,,,,,,,,,
0.4249,8,,,,,,,,,,,,
0.3602,22,,,,,,,,,,,,
0.3543,15,,,,,,,,,,,,
0.6531,15,,,,,,,,,,,,
1.8083,29,,,,,,,,,,,,
1.807,29,,,,,,,,,,,,
0.2763,22,,,,,,,,,,,,
1.139,22,,,,,,,,,,,,
0.3536,8,,,,,,,,,,,,
1.1086,15,,,,,,,,,,,,
1.1478,22,,,,,,,,,,,,
0.3241,8,,,,,,,,,,,,
0.3511,15,,,,,,,,,,,,
1.8091,29,,,,,,,,,,,,
1.1407,22,,,,,,,,,,,,
0.425,15,,,,,,,,,,,,
1.8098,29,,,,,,,,,,,,
