_id,band_gap,new_band_gap
6141d2bd31cf3ef3d4a9ee9e,0.4117,0.42
6141d2c5ee0a3fd43fb47b29,0.3479,0.35
6141d2c69cbada84a8676919,1.8091,1.79
6141d2ceee0a3fd43fb47b2b,0.3564,0.35
6141d2d04e27a1844a5f015e,1.1396,1.14
6141d2d431cf3ef3d4a9eea2,0.3506,0.35
6141d2d99cbada84a867691b,1.8096,1.79
6141d2debaaf234b352902c6,1.119,1.11
6141d2de31cf3ef3d4a9eea4,0.4123,0.42
6141d2e1ee0a3fd43fb47b2d,0.4021,0.39
6141d2e39cbada84a867691d,1.8077,1.79
6141d2e8baaf234b352902c8,1.1041,1.11
6141d2ec9cbada84a867691f,1.8068,1.79
6141d2f94e27a1844a5f0164,1.1478,1.14
6141d2fc31cf3ef3d4a9eeaa,0.3014,0.32
6141d3034e27a1844a5f0166,1.1375,1.14
6141d30c4e27a1844a5f0168,1.1455,1.14
6141d30e9cbada84a8676925,1.8097,1.79
6141d310ee0a3fd43fb47b35,0.4354,0.42
6141d3143ac25c70a5c6c8d1,0.2949,0.28
6141d315baaf234b352902d0,1.0892,1.07
6141d31e9cbada84a8676927,1.8065,1.79
6141d3214e27a1844a5f016c,1.1482,1.14
6141d32e3ac25c70a5c6c8d3,0.4208,0.42
6141d32e4e27a1844a5f016e,1.1417,1.14
6141d33031cf3ef3d4a9eeb4,0.302,0.32
6141d3319cbada84a867692b,1.809,1.79
6141d336baaf234b352902d6,1.1058,1.11
6141d338ee0a3fd43fb47b3d,0.3595,0.35
6141d33b9cbada84a867692d,1.8084,1.79
6141d342baaf234b352902d8,1.1042,1.11
6141d34231cf3ef3d4a9eeb6,0.3549,0.35
6141d342ee0a3fd43fb47b3f,0.3583,0.35
6141d3459cbada84a867692f,1.8093,1.79
6141d3473ac25c70a5c6c8d5,0.3709,0.39
6141d34e4e27a1844a5f0174,1.1454,1.14
6141d351ee0a3fd43fb47b41,0.3592,0.35
6141d3594e27a1844a5f0176,1.1458,1.14
6141d35abaaf234b352902da,1.0877,1.07
6141d3613ac25c70a5c6c8d7,0.4014,0.39
6141d364ee0a3fd43fb47b43,0.3577,0.35
6141d365baaf234b352902dc,1.1023,1.11
6141d36fee0a3fd43fb47b45,0.368,0.35
6141d3789cbada84a8676937,1.8084,1.79
6141d37b3ac25c70a5c6c8d9,0.4129,0.42
6141d37cbaaf234b352902e0,1.0339,1.04
6141d38031cf3ef3d4a9eec0,0.3567,0.35
6141d3819cbada84a8676939,1.8071,1.79
6141d383ee0a3fd43fb47b47,0.3587,0.35
6141d38dee0a3fd43fb47b49,0.4292,0.42
6141d3949cbada84a867693d,1.8089,1.79
6141d395baaf234b352902e2,1.1042,1.11
6141d39631cf3ef3d4a9eec4,0.3563,0.35
6141d3973ac25c70a5c6c8db,0.3625,0.35
6141d398ee0a3fd43fb47b4b,0.3823,0.39
6141d39f31cf3ef3d4a9eec6,0.3929,0.39
6141d3a3ee0a3fd43fb47b4d,0.3574,0.35
6141d3a84e27a1844a5f0184,1.1474,1.14
6141d3acbaaf234b352902e6,1.0974,1.11
6141d3b8baaf234b352902e8,0.943,0.94
6141d3be4e27a1844a5f0188,1.1467,1.14
6141d3c49cbada84a8676941,1.8083,1.79
6141d3c84e27a1844a5f018a,1.1449,1.14
6141d3ce3ac25c70a5c6c8df,0.4121,0.42
6141d3ce9cbada84a8676943,1.8083,1.79
6141d3cfbaaf234b352902ec,0.9417,0.94
6141d3d34e27a1844a5f018c,1.1776,1.18
6141d3d531cf3ef3d4a9eed0,0.3887,0.39
6141d3dbbaaf234b352902ee,1.1042,1.11
6141d3de4e27a1844a5f018e,1.1427,1.14
6141d3e031cf3ef3d4a9eed2,0.2754,0.28
6141d3e7baaf234b352902f0,1.096,1.11
6141d3e94e27a1844a5f0190,1.1479,1.14
6141d3eb31cf3ef3d4a9eed4,0.4019,0.39
6141d3ebee0a3fd43fb47b59,0.3603,0.35
6141d3f4baaf234b352902f2,0.6529,0.66
6141d3f54e27a1844a5f0192,1.1434,1.14
6141d3f9ee0a3fd43fb47b5b,0.3904,0.39
6141d3fd9cbada84a8676949,1.8069,1.79
6141d400baaf234b352902f4,0.954,0.97
6141d4129cbada84a867694d,1.8092,1.79
6141d415baaf234b352902f6,0.6528,0.66
6141d41c9cbada84a867694f,1.8093,1.79
6141d41e3ac25c70a5c6c8e5,0.3741,0.39
6141d41eee0a3fd43fb47b61,0.385,0.39
6141d422baaf234b352902f8,1.1013,1.11
6141d4234e27a1844a5f019a,1.1454,1.14
6141d42e4e27a1844a5f019c,1.144,1.14
6141d42fee0a3fd43fb47b63,0.355,0.35
6141d43431cf3ef3d4a9eee0,0.4141,0.42
6141d43a3ac25c70a5c6c8e7,0.2942,0.28
6141d43b9cbada84a8676953,1.8069,1.79
6141d43f31cf3ef3d4a9eee2,0.3006,0.32
6141d4454e27a1844a5f01a0,1.1471,1.14
6141d44a31cf3ef3d4a9eee4,0.4174,0.42
6141d4519cbada84a8676957,1.8079,1.79
6141d45431cf3ef3d4a9eee6,0.3665,0.35
6141d45dbaaf234b35290300,1.0994,1.11
6141d46031cf3ef3d4a9eee8,0.2839,0.28
6141d463ee0a3fd43fb47b6b,0.2841,0.28
6141d4689cbada84a867695b,1.8088,1.79
6141d4684e27a1844a5f01a6,1.1377,1.14
6141d46eee0a3fd43fb47b6d,0.4298,0.42
6141d477baaf234b35290304,1.1131,1.11
6141d47731cf3ef3d4a9eeec,0.3922,0.39
6141d4899cbada84a867695f,1.8061,1.79
6141d48eee0a3fd43fb47b71,0.3593,0.35
6141d48f31cf3ef3d4a9eef0,0.4311,0.42
6141d4959cbada84a8676961,1.8093,1.79
6141d499ee0a3fd43fb47b73,0.3555,0.35
6141d49bbaaf234b35290308,1.1028,1.11
6141d4b1ee0a3fd43fb47b75,0.3617,0.35
6141d4b331cf3ef3d4a9eef6,0.4152,0.42
6141d4b69cbada84a8676965,1.8083,1.79
6141d4bb3ac25c70a5c6c8ef,0.2995,0.28
6141d4bdee0a3fd43fb47b77,0.3586,0.35
6141d4c031cf3ef3d4a9eef8,0.4088,0.42
6141d4c29cbada84a8676967,1.8085,1.79
6141d4ccbaaf234b3529030e,0.9602,0.97
6141d4d74e27a1844a5f01b6,1.1428,1.14
6141d4d831cf3ef3d4a9eefc,0.3886,0.39
6141d4dfee0a3fd43fb47b7b,0.2765,0.28
6141d4e34e27a1844a5f01b8,1.1374,1.14
6141d4eabaaf234b35290312,1.0364,1.04
6141d4ed9cbada84a867696d,1.8081,1.79
6141d4ef4e27a1844a5f01ba,1.1458,1.14
6141d4f031cf3ef3d4a9ef00,0.4324,0.42
6141d505ee0a3fd43fb47b81,0.3531,0.35
6141d50831cf3ef3d4a9ef04,0.361,0.35
6141d510baaf234b35290316,1.1019,1.11
6141d51a9cbada84a8676975,1.8092,1.79
6141d51dee0a3fd43fb47b85,0.3599,0.35
6141d5203ac25c70a5c6c8f5,0.2937,0.28
6141d5254e27a1844a5f01c2,1.1388,1.14
6141d528baaf234b35290318,1.112,1.11
6141d52a9cbada84a8676977,1.8073,1.79
6141d536ee0a3fd43fb47b89,0.3587,0.35
6141d53a4e27a1844a5f01c4,1.1444,1.14
6141d53c3ac25c70a5c6c8f7,0.296,0.28
6141d543baaf234b3529031c,1.0143,1
6141d54b31cf3ef3d4a9ef0e,0.4219,0.42
6141d54b4e27a1844a5f01c6,1.1478,1.14
6141d5584e27a1844a5f01c8,1.1451,1.14
6141d559ee0a3fd43fb47b8f,0.4337,0.42
6141d5593ac25c70a5c6c8f9,0.4195,0.42
6141d55b9cbada84a867697d,1.8086,1.79
6141d55ebaaf234b35290320,1.1081,1.11
6141d5654e27a1844a5f01ca,1.1396,1.14
6141d565ee0a3fd43fb47b91,0.4295,0.42
6141d5679cbada84a867697f,1.8089,1.79
6141d57e9cbada84a8676983,1.8091,1.79
6141d5954e27a1844a5f01d0,1.1479,1.14
6141d5963ac25c70a5c6c8fd,0.415,0.42
6141d59f9cbada84a8676987,1.808,1.79
6141d5a24e27a1844a5f01d2,1.1478,1.14
6141d5b19cbada84a8676989,1.8092,1.79
6141d5b53ac25c70a5c6c8ff,0.4198,0.42
6141d5ccbaaf234b3529032e,1.0021,1
6141d5cfee0a3fd43fb47b9d,0.3764,0.39
6141d5d69cbada84a867698d,1.8069,1.79
6141d5da3ac25c70a5c6c901,0.4275,0.42
6141d5dcee0a3fd43fb47b9f,0.3562,0.35
6141d5e39cbada84a867698f,1.8086,1.79
6141d5e8ee0a3fd43fb47ba1,0.4155,0.42
6141d5e8baaf234b35290332,1.0966,1.11
6141d5f6baaf234b35290334,1.1015,1.11
6141d5fdee0a3fd43fb47ba3,0.3605,0.35
6141d5fe31cf3ef3d4a9ef24,0.3949,0.39
6141d604baaf234b35290336,1.109,1.11
6141d60aee0a3fd43fb47ba5,0.3493,0.35
6141d60b31cf3ef3d4a9ef26,0.3526,0.35
6141d6139cbada84a8676997,1.8081,1.79
6141d6183ac25c70a5c6c905,0.2892,0.28
6141d6209cbada84a8676999,1.8072,1.79
6141d622baaf234b35290338,1.0394,1.04
6141d62531cf3ef3d4a9ef2a,0.4329,0.42
6141d62bee0a3fd43fb47ba9,0.3574,0.35
6141d6383ac25c70a5c6c907,0.4209,0.42
6141d63a9cbada84a867699d,1.8085,1.79
6141d63fbaaf234b3529033a,1.1123,1.11
6141d64031cf3ef3d4a9ef2e,0.4297,0.42
6141d645ee0a3fd43fb47bad,0.3566,0.35
6141d6474e27a1844a5f01e8,1.1455,1.14
6141d6499cbada84a867699f,1.8086,1.79
6141d64c31cf3ef3d4a9ef30,0.4197,0.42
6141d64ebaaf234b3529033c,1.083,1.07
6141d6544e27a1844a5f01ea,1.1381,1.14
6141d656ee0a3fd43fb47baf,0.3558,0.35
6141d6573ac25c70a5c6c909,0.4082,0.42
6141d65931cf3ef3d4a9ef32,0.4207,0.42
6141d6624e27a1844a5f01ec,1.1461,1.14
6141d663ee0a3fd43fb47bb1,0.4301,0.42
6141d66f4e27a1844a5f01ee,1.1429,1.14
6141d671ee0a3fd43fb47bb3,0.3591,0.35
6141d6773ac25c70a5c6c90b,0.423,0.42
6141d67cbaaf234b35290342,1.1046,1.11
6141d67e4e27a1844a5f01f0,1.1469,1.14
6141d6869cbada84a86769a7,1.8066,1.79
6141d6929cbada84a86769a9,1.8092,1.79
6141d6a131cf3ef3d4a9ef3c,0.3532,0.35
6141d6a99cbada84a86769ab,1.8076,1.79
6141d6b64e27a1844a5f01f8,1.1639,1.18
6141d6bd31cf3ef3d4a9ef40,0.3517,0.35
6141d6bfbaaf234b3529034a,1.0762,1.07
6141d6bfee0a3fd43fb47bbb,0.4174,0.42
6141d6c34e27a1844a5f01fa,1.1425,1.14
6141d6cb31cf3ef3d4a9ef42,0.4214,0.42
6141d6ccee0a3fd43fb47bbd,0.359,0.35
6141d6cdbaaf234b3529034c,0.7035,0.69
6141d6d04e27a1844a5f01fc,1.1481,1.14
6141d6dd4e27a1844a5f01fe,1.1368,1.14
6141d6e431cf3ef3d4a9ef44,0.3017,0.32
6141d6edbaaf234b35290350,1.0377,1.04
6141d6f3ee0a3fd43fb47bc1,0.2726,0.28
6141d6fb4e27a1844a5f0202,1.1458,1.14
6141d701ee0a3fd43fb47bc3,0.4313,0.42
6141d70a31cf3ef3d4a9ef48,0.2942,0.28
6141d70c9cbada84a86769b5,1.8094,1.79
6141d70f3ac25c70a5c6c915,0.4111,0.42
6141d713ee0a3fd43fb47bc5,0.3519,0.35
6141d71831cf3ef3d4a9ef4a,0.3604,0.35
6141d71cbaaf234b35290356,0.9435,0.94
6141d72731cf3ef3d4a9ef4c,0.4266,0.42
6141d7274e27a1844a5f0206,1.1469,1.14
6141d734ee0a3fd43fb47bc7,0.3544,0.35
6141d7349cbada84a86769bb,1.8091,1.79
6141d7354e27a1844a5f0208,1.1341,1.14
6141d73731cf3ef3d4a9ef4e,0.3573,0.35
6141d741ee0a3fd43fb47bc9,0.3554,0.35
6141d74531cf3ef3d4a9ef50,0.3948,0.39
6141d74ebaaf234b3529035a,1.0934,1.11
6141d7503ac25c70a5c6c919,0.4091,0.42
6141d75431cf3ef3d4a9ef52,0.3873,0.39
6141d7544e27a1844a5f020c,1.1786,1.18
6141d75dee0a3fd43fb47bcb,0.3585,0.35
6141d76231cf3ef3d4a9ef54,0.2997,0.28
6141d76bee0a3fd43fb47bcd,0.4078,0.42
6141d7789cbada84a86769c3,1.8092,1.79
6141d77d4e27a1844a5f0210,1.147,1.14
6141d782ee0a3fd43fb47bcf,0.3516,0.35
6141d78cbaaf234b35290360,1.0824,1.07
6141d790ee0a3fd43fb47bd1,0.2721,0.28
6141d7944e27a1844a5f0212,1.151,1.14
6141d79a31cf3ef3d4a9ef5c,0.4004,0.39
6141d7adbaaf234b35290364,1.0388,1.04
6141d7af3ac25c70a5c6c91f,0.4229,0.42
6141d7b79cbada84a86769cb,1.8089,1.79
6141d7b731cf3ef3d4a9ef5e,0.4044,0.42
6141d7bdbaaf234b35290366,1.1061,1.11
6141d7c0ee0a3fd43fb47bd7,0.3606,0.35
6141d7c54e27a1844a5f0218,1.1474,1.14
6141d7c631cf3ef3d4a9ef60,0.3995,0.39
6141d7ceee0a3fd43fb47bd9,0.357,0.35
6141d7d49cbada84a86769cf,1.8081,1.79
6141d7ddbaaf234b3529036a,1.0948,1.11
6141d7e431cf3ef3d4a9ef64,0.3022,0.32
6141d7eaee0a3fd43fb47bdd,0.3575,0.35
6141d7ed4e27a1844a5f021e,1.1472,1.14
6141d7edbaaf234b3529036c,0.9593,0.97
6141d7f29cbada84a86769d1,1.8095,1.79
6141d7fa4e27a1844a5f0220,1.1466,1.14
6141d8009cbada84a86769d3,1.8093,1.79
6141d8084e27a1844a5f0222,1.147,1.14
6141d809baaf234b3529036e,1.1062,1.11
6141d809ee0a3fd43fb47bdf,0.2773,0.28
6141d80a3ac25c70a5c6c923,0.3504,0.35
6141d819baaf234b35290370,1.1002,1.11
6141d81931cf3ef3d4a9ef6a,0.3994,0.39
6141d829baaf234b35290372,1.1057,1.11
6141d82eee0a3fd43fb47be3,0.4135,0.42
6141d82f4e27a1844a5f0226,1.1477,1.14
6141d8303ac25c70a5c6c925,0.2545,0.25
6141d8369cbada84a86769d9,1.8086,1.79
6141d83c4e27a1844a5f0228,1.1382,1.14
6141d8439cbada84a86769db,1.8101,1.79
6141d84a4e27a1844a5f022a,1.1493,1.14
6141d854baaf234b35290374,1.1163,1.11
6141d86131cf3ef3d4a9ef72,0.4202,0.42
6141d864baaf234b35290376,1.1271,1.14
6141d8654e27a1844a5f022e,1.1435,1.14
6141d86eee0a3fd43fb47be9,0.3518,0.35
6141d87031cf3ef3d4a9ef74,0.3526,0.35
6141d87d3ac25c70a5c6c929,0.3913,0.39
6141d889baaf234b3529037a,0.9596,0.97
6141d88d4e27a1844a5f0234,1.144,1.14
6141d88f31cf3ef3d4a9ef78,0.4177,0.42
6141d8a59cbada84a86769e3,1.8099,1.79
6141d8ab31cf3ef3d4a9ef7c,0.3735,0.39
6141d8b24e27a1844a5f0238,1.1457,1.14
6141d8ba31cf3ef3d4a9ef7e,0.3566,0.35
6141d8c34e27a1844a5f023a,1.1465,1.14
6141d8c39cbada84a86769e5,1.8092,1.79
6141d8c43ac25c70a5c6c92b,0.4026,0.39
6141d8cdee0a3fd43fb47bf1,0.2778,0.28
6141d8d14e27a1844a5f023c,1.1427,1.14
6141d8d39cbada84a86769e7,1.8091,1.79
6141d8dcee0a3fd43fb47bf3,0.3585,0.35
6141d8e04e27a1844a5f023e,1.1437,1.14
6141d8e29cbada84a86769e9,1.8057,1.79
6141d8ea31cf3ef3d4a9ef84,0.4236,0.42
6141d8ed4e27a1844a5f0240,1.1369,1.14
6141d8f59cbada84a86769eb,1.8093,1.79
6141d8f9ee0a3fd43fb47bf5,0.3495,0.35
6141d8fa31cf3ef3d4a9ef86,0.3702,0.39
6141d9124e27a1844a5f0242,1.1367,1.14
6141d92131cf3ef3d4a9ef88,0.3587,0.35
6141d9259cbada84a86769f1,1.8064,1.79
6141d92a3ac25c70a5c6c931,0.3882,0.39
6141d92fbaaf234b35290388,1.1013,1.11
6141d92fee0a3fd43fb47bfb,0.3625,0.35
6141d93131cf3ef3d4a9ef8a,0.4227,0.42
6141d9369cbada84a86769f3,1.8103,1.79
6141d93eee0a3fd43fb47bfd,0.359,0.35
6141d93f31cf3ef3d4a9ef8c,0.4173,0.42
6141d94c3ac25c70a5c6c933,0.3534,0.35
6141d951baaf234b3529038c,1.1059,1.11
6141d95d31cf3ef3d4a9ef8e,0.4294,0.42
6141d962baaf234b3529038e,1.0837,1.07
6141d96e3ac25c70a5c6c935,0.3728,0.39
6141d9749cbada84a86769f9,1.8073,1.79
6141d97dbaaf234b35290390,1.1062,1.11
6141d97d31cf3ef3d4a9ef92,0.2695,0.28
6141d98ebaaf234b35290392,1.0949,1.11
6141d994ee0a3fd43fb47c03,0.357,0.35
6141d9954e27a1844a5f0250,1.1461,1.14
6141d99d31cf3ef3d4a9ef96,0.3974,0.39
6141d9a3ee0a3fd43fb47c05,0.3502,0.35
6141d9c9baaf234b35290398,0.9608,0.97
6141d9ca9cbada84a8676a01,1.8101,1.79
6141d9ce4e27a1844a5f0258,1.1387,1.14
6141d9d1ee0a3fd43fb47c0b,0.4242,0.42
6141d9da31cf3ef3d4a9ef9a,0.2768,0.28
6141d9eb31cf3ef3d4a9ef9c,0.3981,0.39
6141d9f64e27a1844a5f025c,1.1456,1.14
6141d9fa9cbada84a8676a05,1.81,1.79
6141da00ee0a3fd43fb47c11,0.4291,0.42
6141da0fbaaf234b352903a0,1.1183,1.11
6141da119cbada84a8676a07,1.8088,1.79
6141da134e27a1844a5f0260,1.14,1.14
6141da209cbada84a8676a09,1.8091,1.79
6141da224e27a1844a5f0262,1.1481,1.14
6141da2f9cbada84a8676a0b,1.808,1.79
6141da4031cf3ef3d4a9efa6,0.4238,0.42
6141da51ee0a3fd43fb47c19,0.4299,0.42
6141da52baaf234b352903a6,1.0829,1.07
6141da559cbada84a8676a0d,1.8074,1.79
6141da5d4e27a1844a5f026a,1.146,1.14
6141da61ee0a3fd43fb47c1b,0.4295,0.42
6141da63baaf234b352903a8,1.0838,1.07
6141da6c4e27a1844a5f026c,1.1453,1.14
6141da71ee0a3fd43fb47c1d,0.4375,0.45
6141da894e27a1844a5f026e,1.1424,1.14
6141da93ee0a3fd43fb47c21,0.402,0.39
6141da95baaf234b352903ac,1.0944,1.11
6141da984e27a1844a5f0270,1.1458,1.14
6141daaa31cf3ef3d4a9efb2,0.4007,0.39
6141daae9cbada84a8676a15,1.8076,1.79
6141dab54e27a1844a5f0274,1.143,1.14
6141dab9ee0a3fd43fb47c25,0.3363,0.35
6141dab9baaf234b352903b0,1.1044,1.11
6141dabb3ac25c70a5c6c943,0.3874,0.39
6141dabe9cbada84a8676a17,1.8071,1.79
6141dac54e27a1844a5f0276,1.1455,1.14
6141dacbbaaf234b352903b2,1.0916,1.11
6141dad44e27a1844a5f0278,1.1408,1.14
6141dad59cbada84a8676a19,1.8066,1.79
6141dae13ac25c70a5c6c945,0.3707,0.39
6141dae9ee0a3fd43fb47c2b,0.3602,0.35
6141daed31cf3ef3d4a9efba,0.3943,0.39
6141daf59cbada84a8676a1d,1.8067,1.79
6141dafaee0a3fd43fb47c2d,0.3773,0.39
6141db0aee0a3fd43fb47c2f,0.3528,0.35
6141db0a4e27a1844a5f027c,1.1461,1.14
6141db179cbada84a8676a21,1.8099,1.79
6141db17baaf234b352903b4,1.0955,1.11
6141db2131cf3ef3d4a9efc0,0.405,0.42
6141db2c3ac25c70a5c6c947,0.3082,0.32
6141db33ee0a3fd43fb47c31,0.358,0.35
6141db384e27a1844a5f0282,1.1377,1.14
6141db54ee0a3fd43fb47c33,0.3585,0.35
6141db574e27a1844a5f0286,1.1385,1.14
6141db669cbada84a8676a27,1.8065,1.79
6141db674e27a1844a5f0288,1.145,1.14
6141db70baaf234b352903bc,1.1177,1.11
6141db8831cf3ef3d4a9efca,0.3995,0.39
6141db90ee0a3fd43fb47c39,0.3602,0.35
6141db9a31cf3ef3d4a9efcc,0.4168,0.42
6141dba0baaf234b352903c0,1.1114,1.11
6141dba64e27a1844a5f028e,1.1446,1.14
6141dbab31cf3ef3d4a9efce,0.3937,0.39
6141dbb1ee0a3fd43fb47c3d,0.3596,0.35
6141dbc2ee0a3fd43fb47c3f,0.4286,0.42
6141dbcf31cf3ef3d4a9efd2,0.4176,0.42
6141dbd23ac25c70a5c6c94d,0.3978,0.39
6141dbd3ee0a3fd43fb47c41,0.3587,0.35
6141dbe031cf3ef3d4a9efd4,0.355,0.35
6141dbe6baaf234b352903c4,1.1091,1.11
6141dbf14e27a1844a5f0294,1.1384,1.14
6141dbf5ee0a3fd43fb47c45,0.3591,0.35
6141dc004e27a1844a5f0296,1.1418,1.14
6141dc0431cf3ef3d4a9efd8,0.405,0.42
6141dc109cbada84a8676a35,1.8064,1.79
6141dc1631cf3ef3d4a9efda,0.3555,0.35
6141dc229cbada84a8676a37,1.8066,1.79
6141dc22ee0a3fd43fb47c49,0.434,0.42
6141dc2831cf3ef3d4a9efdc,0.3546,0.35
6141dc2f4e27a1844a5f029c,1.1444,1.14
6141dc339cbada84a8676a39,1.8085,1.79
6141dc4331cf3ef3d4a9efde,0.3541,0.35
6141dc459cbada84a8676a3b,1.8088,1.79
6141dc513ac25c70a5c6c951,0.307,0.32
6141dc5331cf3ef3d4a9efe0,0.2857,0.28
6141dc5f4e27a1844a5f02a2,1.1458,1.14
6141dc6dee0a3fd43fb47c51,0.3494,0.35
6141dc7dbaaf234b352903ca,1.1098,1.11
6141dc7fee0a3fd43fb47c53,0.27,0.28
6141dc91baaf234b352903cc,1.1012,1.11
6141dca431cf3ef3d4a9efe8,0.3888,0.39
6141dcb4ee0a3fd43fb47c59,0.3517,0.35
6141dcb59cbada84a8676a45,1.8101,1.79
6141dcc24e27a1844a5f02ae,1.1444,1.14
6141dcc63ac25c70a5c6c957,0.4069,0.42
6141dcec31cf3ef3d4a9efec,0.3522,0.35
6141dcee3ac25c70a5c6c959,0.3943,0.39
6141dcf8ee0a3fd43fb47c5f,0.3544,0.35
6141dcf94e27a1844a5f02b4,1.1485,1.14
6141dcfb9cbada84a8676a49,1.809,1.79
6141dcfe31cf3ef3d4a9efee,0.3077,0.32
6141dd1131cf3ef3d4a9eff0,0.4022,0.39
6141dd32ee0a3fd43fb47c65,0.3552,0.35
6141dd32baaf234b352903d4,1.104,1.11
6141dd329cbada84a8676a4f,1.8079,1.79
6141dd3531cf3ef3d4a9eff2,0.3551,0.35
6141dd449cbada84a8676a51,1.8081,1.79
6141dd474e27a1844a5f02bc,1.1451,1.14
6141dd59baaf234b352903d8,1.1088,1.11
6141dd6dbaaf234b352903da,1.038,1.04
6141dd8b4e27a1844a5f02c4,1.1479,1.14
6141dd8c31cf3ef3d4a9effa,0.4174,0.42
6141dd969cbada84a8676a57,1.8098,1.79
6141dd9c4e27a1844a5f02c6,1.1448,1.14
6141dd9f31cf3ef3d4a9effc,0.3905,0.39
6141ddad4e27a1844a5f02c8,1.1474,1.14
6141ddb5ee0a3fd43fb47c71,0.3562,0.35
6141ddbe4e27a1844a5f02ca,1.1481,1.14
6141ddbfbaaf234b352903de,1.1129,1.11
6141ddc531cf3ef3d4a9f000,0.3552,0.35
6141ddd3baaf234b352903e0,0.9434,0.94
6141ddd84e27a1844a5f02cc,1.1475,1.14
6141dde23ac25c70a5c6c963,0.3889,0.39
6141dde931cf3ef3d4a9f002,0.3559,0.35
6141dde94e27a1844a5f02ce,1.1488,1.14
6141ddf7ee0a3fd43fb47c75,0.3575,0.35
6141ddfbbaaf234b352903e4,0.9535,0.97
6141de0631cf3ef3d4a9f004,0.268,0.28
6141de079cbada84a8676a61,1.8095,1.79
6141de0b3ac25c70a5c6c965,0.359,0.35
6141de1931cf3ef3d4a9f006,0.4155,0.42
6141de1a9cbada84a8676a63,1.8064,1.79
6141de1cee0a3fd43fb47c79,0.4372,0.42
6141de393ac25c70a5c6c967,0.4198,0.42
6141de4e9cbada84a8676a67,1.8086,1.79
6141de55baaf234b352903ea,1.1045,1.11
6141de57ee0a3fd43fb47c7d,0.3597,0.35
6141de644e27a1844a5f02da,1.1481,1.14
6141de6531cf3ef3d4a9f00e,0.3891,0.39
6141de69baaf234b352903ec,1.107,1.11
6141de733ac25c70a5c6c969,0.3823,0.39
6141de7c9cbada84a8676a6b,1.8081,1.79
6141de7dbaaf234b352903ee,1.113,1.11
6141de8e31cf3ef3d4a9f012,0.4129,0.42
6141de994e27a1844a5f02e0,1.145,1.14
6141de9c3ac25c70a5c6c96b,0.3851,0.39
6141dea49cbada84a8676a6f,1.8092,1.79
6141dea5baaf234b352903f0,1.1081,1.11
6141deab4e27a1844a5f02e2,1.1446,1.14
6141deaf31cf3ef3d4a9f014,0.3563,0.35
6141deb79cbada84a8676a71,1.8062,1.79
6141debd4e27a1844a5f02e4,1.1454,1.14
6141dec131cf3ef3d4a9f016,0.3884,0.39
6141dece4e27a1844a5f02e6,1.1451,1.14
6141dedf9cbada84a8676a73,1.8067,1.79
6141dee04e27a1844a5f02e8,1.1495,1.14
6141deed31cf3ef3d4a9f01a,0.3454,0.35
6141def2baaf234b352903f6,1.093,1.11
6141df06baaf234b352903f8,0.6524,0.66
6141df0d4e27a1844a5f02ec,1.1467,1.14
6141df123ac25c70a5c6c96f,0.3992,0.39
6141df1231cf3ef3d4a9f01c,0.4167,0.42
6141df1bbaaf234b352903fa,1.0845,1.07
6141df3431cf3ef3d4a9f01e,0.3528,0.35
6141df3d3ac25c70a5c6c971,0.4195,0.42
6141df554e27a1844a5f02f2,1.1369,1.14
6141df5aee0a3fd43fb47c89,0.3812,0.39
6141df5fbaaf234b352903fc,1.0944,1.11
6141df6431cf3ef3d4a9f022,0.3926,0.39
6141df699cbada84a8676a7d,1.8068,1.79
6141df74baaf234b352903fe,1.1074,1.11
6141df794e27a1844a5f02f6,1.1483,1.14
6141dfb331cf3ef3d4a9f028,0.4063,0.42
6141dfb74e27a1844a5f02fc,1.138,1.14
6141dfc9ee0a3fd43fb47c8f,0.4126,0.42
6141dfc94e27a1844a5f02fe,1.1449,1.14
6141dfdbbaaf234b35290404,1.1126,1.11
6141dfdbee0a3fd43fb47c91,0.3591,0.35
6141dfdd4e27a1844a5f0300,1.1425,1.14
6141dff031cf3ef3d4a9f02e,0.3663,0.35
6141dffcee0a3fd43fb47c93,0.3552,0.35
6141e0034e27a1844a5f0304,1.1465,1.14
6141e005baaf234b35290408,1.105,1.11
6141e0079cbada84a8676a83,1.806,1.79
6141e0164e27a1844a5f0306,1.1455,1.14
6141e01b9cbada84a8676a85,1.8073,1.79
6141e037baaf234b3529040c,0.6501,0.66
6141e04531cf3ef3d4a9f036,0.291,0.28
6141e04b4e27a1844a5f030a,1.144,1.14
6141e04cee0a3fd43fb47c97,0.4344,0.42
6141e05fee0a3fd43fb47c99,0.2734,0.28
6141e0683ac25c70a5c6c97d,0.3854,0.39
6141e06f31cf3ef3d4a9f03a,0.4208,0.42
6141e08431cf3ef3d4a9f03c,0.4096,0.42
6141e0869cbada84a8676a8d,1.8098,1.79
6141e0984e27a1844a5f0310,1.1458,1.14
6141e0ac9cbada84a8676a91,1.8079,1.79
6141e0b8ee0a3fd43fb47c9f,0.3485,0.35
6141e0c231cf3ef3d4a9f042,0.3478,0.35
6141e0c49cbada84a8676a93,1.8096,1.79
6141e0c7baaf234b35290410,1.094,1.11
6141e0d34e27a1844a5f0314,1.1413,1.14
6141e0d831cf3ef3d4a9f044,0.3033,0.32
6141e0dcbaaf234b35290412,1.0847,1.07
6141e0dcee0a3fd43fb47ca1,0.357,0.35
